region,point,lower,upper,mid_lower,mid_upper,central_lower,central_upper,metric,Expected change in daily cases
Ivoti,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Japeri,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Jaraguá,1.1,0.9,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Jaíba,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Jucuruçu,1.1,0.9,1.3,1,1.2,1,1.1,Effective reproduction no.,Unsure
Jussara,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Lagoa Vermelha,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Lagoa da Canoa,1.1,1,1.3,1.1,1.2,1.1,1.1,Effective reproduction no.,Likely increasing
Lapa,1.1,0.9,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Lapão,1.1,1,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Lavras da Mangabeira,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Londrina,1.1,1,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Magé,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Maravilha,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Marechal Thaumaturgo,1.1,1.1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Matão,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Matões,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Mauá da Serra,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Maués,1.1,1,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Minaçu,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Mineiros,1.1,0.7,1.5,1,1.2,1,1.2,Effective reproduction no.,Unsure
Mococa,1.1,1,1.2,1.1,1.2,1.1,1.1,Effective reproduction no.,Increasing
Mogeiro,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Monte Alegre de Minas,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Monte Alto,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Montividiu,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Monção,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Natividade,1.1,0.9,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Niquelândia,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Novo Horizonte,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Oriximiná,1.1,0.9,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Osório,1.1,0.9,1.3,1,1.2,1,1.1,Effective reproduction no.,Unsure
Ourolândia,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Palestina do Pará,1.1,0.9,1.3,1,1.2,1.1,1.1,Effective reproduction no.,Likely increasing
Paracambi,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Paracatu,1.1,0.9,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Paranaíba,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Parauapebas,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Parintins,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Patrocínio,1.1,0.7,1.6,1,1.3,1.1,1.2,Effective reproduction no.,Unsure
Pau Brasil,1.1,1,1.2,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Paulo Afonso,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Pelotas,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Pereiro,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Pescaria Brava,1.1,1,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Petrolândia,1.1,0.8,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Unsure
Picuí,1.1,0.9,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Piquet Carneiro,1.1,1.1,1.2,1.1,1.2,1.1,1.2,Effective reproduction no.,Increasing
Pirapora,1.1,1,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Pirapozinho,1.1,1,1.2,1.1,1.2,1.1,1.1,Effective reproduction no.,Likely increasing
Ponta Grossa,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Pontalina,1.1,1,1.3,1.1,1.2,1.1,1.1,Effective reproduction no.,Likely increasing
Porteirão,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Porto Alegre,1.1,1.1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Posse,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Potim,1.1,0.8,1.2,1,1.2,1.1,1.1,Effective reproduction no.,Unsure
Poços de Caldas,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Prata,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Sacramento,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Salgueiro,1.1,0.9,1.2,1.1,1.2,1.1,1.2,Effective reproduction no.,Likely increasing
Sananduva,1.1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Santa Cruz do Sul,1.1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Santa Helena de Goiás,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Santa Maria,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Santa Vitória,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Santa Vitória do Palmar,1.1,1,1.3,1.1,1.2,1.1,1.1,Effective reproduction no.,Likely increasing
Santo Antônio da Patrulha,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Santo Antônio do Monte,1.1,1,1.2,1.1,1.2,1.1,1.2,Effective reproduction no.,Likely increasing
Santo Ângelo,1.1,1,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Sapiranga,1.1,1,1.2,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Seabra,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Seara,1.1,1,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Seberi,1.1,1,1.2,1.1,1.2,1.1,1.1,Effective reproduction no.,Increasing
Silves,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Silvânia,1.1,1,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Solonópole,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Sumé,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
São Bento do Tocantins,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
São Borja,1.1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
São Desidério,1.1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
São Domingos,1.1,0.9,1.2,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
São Domingos do Capim,1.1,0.9,1.3,1.1,1.2,1.1,1.2,Effective reproduction no.,Likely increasing
São José de Piranhas,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
São José do Belmonte,1.1,0.9,1.4,1,1.2,1,1.1,Effective reproduction no.,Unsure
São José do Egito,1.1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
São José do Rio Pardo,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
São José dos Basílios,1.1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
São João da Boa Vista,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
São João del Rei,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
São Luís Gonzaga do Maranhão,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
São Miguel do Iguaçu,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
São Sebastião do Paraíso,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Tabira,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Taquari,1.1,1,1.2,1.1,1.2,1.1,1.2,Effective reproduction no.,Likely increasing
Taquaritinga,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Tarauacá,1.1,0.9,1.3,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Teixeira de Freitas,1.1,0.9,1.3,1.1,1.2,1.1,1.2,Effective reproduction no.,Likely increasing
Tremembé,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Três Lagoas,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Três Pontas,1.1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Increasing
Três de Maio,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Tucumã,1.1,0.9,1.2,1,1.1,1,1.1,Effective reproduction no.,Unsure
Uberlândia,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Valente,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Vargem Grande do Sul,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Varre-Sai,1.1,0.9,1.3,1.1,1.2,1.1,1.2,Effective reproduction no.,Likely increasing
Vazante,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Viamão,1.1,1.1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Xambioá,1.1,1,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Mariana,1.09,0.94,1.25,1.05,1.14,1.06,1.1,Effective reproduction no.,Likely increasing
São Lourenço do Sul,1.07,1.01,1.14,1.06,1.09,1.07,1.08,Effective reproduction no.,Increasing
Bom Princípio,1.04,0.96,1.12,1.01,1.06,1.03,1.05,Effective reproduction no.,Likely increasing
São Vicente Ferrer,1.03,0.63,1.42,0.89,1.18,0.9,1.01,Effective reproduction no.,Unsure
Brejetuba,1.01,0.91,1.09,0.99,1.04,1,1.02,Effective reproduction no.,Unsure
Esmeraldas,1.01,0.95,1.08,1,1.03,1,1.02,Effective reproduction no.,Unsure
Abadia de Goiás,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Acarape,1,0,4,1,2,1,1,New confirmed cases by infection date,Decreasing
Acaraú,1,0,4,0,1,0,0,New confirmed cases by infection date,Decreasing
Acopiara,1,0.9,1.2,1,1.1,1,1,Effective reproduction no.,Unsure
Acrelândia,1,0.8,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Adamantina,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Afonso Cláudio,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Agudos,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Alcobaça,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Aldeias Altas,1,0,4,0,2,1,1,New confirmed cases by infection date,Decreasing
Alexânia,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Alfenas,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Almadina,1,0,2,1,1,1,1,New confirmed cases by infection date,Decreasing
Almirante Tamandaré,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Decreasing
Alta Floresta D'Oeste,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Alto Alegre,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Alto Paraíso,1,0.8,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Alto Santo,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Altos,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Alvorada,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Além Paraíba,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Amarante,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Amargosa,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Amparo,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Amélia Rodrigues,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Américo Brasiliense,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
Ananindeua,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Anapu,1,0.8,1.1,1,1,1,1,Effective reproduction no.,Unsure
Anastácio,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Anchieta,1,0.8,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Andradas,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
Angra dos Reis,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Anicuns,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Antonina,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Aparecida,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Aparecida de Goiânia,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
Aparecida do Taboado,1,0.8,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Unsure
Apodi,1,0.9,1.2,1,1.1,1,1,Effective reproduction no.,Unsure
Apuarema,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Aquiraz,1,0.8,1.1,1,1,1,1,Effective reproduction no.,Unsure
Aracruz,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Aragarças,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Araguari,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
Araguatins,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Araguaína,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Arapongas,1,0.8,1.1,0.9,1,0.9,0.9,Effective reproduction no.,Unsure
Araquari,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Araranguá,1,0,5,0,1,0,0,New confirmed cases by infection date,Decreasing
Araraquara,1,1,1,1,1,1,1,Effective reproduction no.,Unsure
Araras,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Araripina,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Araruama,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Araucária,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Araçariguama,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Decreasing
Araçatuba,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Araçoiaba da Serra,1,0,3,0,1,0,0,New confirmed cases by infection date,Decreasing
Arcos,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Arcoverde,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Areia,1,0,2,0,1,1,1,New confirmed cases by infection date,Decreasing
Arroio do Meio,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Artur Nogueira,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Assaí,1,0,2,0,1,1,1,New confirmed cases by infection date,Decreasing
Assis,1,1,1,1,1,1,1,Effective reproduction no.,Unsure
Assis Chateaubriand,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Astorga,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Atalaia do Norte,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Atibaia,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Augustinópolis,1,0.8,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Avaré,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Açailândia,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Bacabal,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Bagé,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Baixa Grande do Ribeiro,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Baixo Guandu,1,0,1,0,1,0,1,New confirmed cases by infection date,Decreasing
Balneário Barra do Sul,1,0,2,0,1,0,0,New confirmed cases by infection date,Decreasing
Balneário Piçarras,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Balneário Rincão,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Bananeiras,1,0,3,0,1,0,0,New confirmed cases by infection date,Decreasing
Bandeirantes,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Banzaê,1,0.9,1.2,1,1.1,1,1,Effective reproduction no.,Unsure
Baraúna,1,0,4,0,1,0,0,New confirmed cases by infection date,Likely decreasing
Barbalha,1,0.8,1.1,0.9,1.1,1,1,Effective reproduction no.,Unsure
Barcelos,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Bariri,1,0.9,1.2,1,1.1,1,1,Effective reproduction no.,Unsure
Barra Bonita,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Barra Mansa,1,0.9,1.2,1,1.1,1,1.1,Effective reproduction no.,Unsure
Barra de São Francisco,1,0.8,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Barra do Corda,1,0.8,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Barra do Piraí,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Barreiras,1,0.8,1.2,0.9,1,0.9,1,Effective reproduction no.,Unsure
Barreirinha,1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Barretos,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Barrinha,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Barão de Cocais,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
Bataguassu,1,0,4,0,1,1,1,New confirmed cases by infection date,Likely decreasing
Batalha,1,0.8,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Batatais,1,0.9,1.1,1,1.1,1,1.1,Effective reproduction no.,Unsure
Bauru,1,1,1,1,1,1,1,Effective reproduction no.,Unsure
Baía da Traição,1,0,3,0,2,1,2,New confirmed cases by infection date,Decreasing
Beberibe,1,0,3,1,1,1,1,New confirmed cases by infection date,Likely decreasing
Bela Vista de Goiás,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Belmonte,1,0,3,1,1,1,1,New confirmed cases by infection date,Decreasing
Belo Horizonte,1,0.8,1.3,0.9,1.1,1,1,Effective reproduction no.,Unsure
Belo Jardim,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Bento Gonçalves,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Betim,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Bezerros,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Birigui,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Blumenau,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Boa Vista,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Bom Conselho,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Bom Despacho,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Bom Jardim,1,0,3,1,2,1,2,New confirmed cases by infection date,Decreasing
Bom Jesus,1,1,1,1,1,1,1,Effective reproduction no.,Unsure
Bom Jesus do Tocantins,1,0,2,1,1,1,1,New confirmed cases by infection date,Decreasing
Bom Jesus dos Perdões,1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Bombinhas,1,0.8,1.1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Bonfim,1,0,3,0,1,0,0,New confirmed cases by infection date,Decreasing
Bonito,1,0,3,0,1,0,0,New confirmed cases by infection date,Decreasing
Boquim,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Borda da Mata,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Botucatu,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Bragança Paulista,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Brasiléia,1,0,3,0,1,0,0,New confirmed cases by infection date,Decreasing
Brasília,1,0.8,1.2,1,1.1,1,1.1,Effective reproduction no.,Unsure
Braço do Norte,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Brejo Santo,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Breves,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Brodowski,1,1,2,1,2,1,1,New confirmed cases by infection date,Decreasing
Brumado,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
Buerarema,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Buritama,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Buriti dos Lopes,1,0,2,0,1,0,0,New confirmed cases by infection date,Decreasing
Buriticupu,1,0.8,1.1,0.9,1,0.9,1,Effective reproduction no.,Unsure
Buritis,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Buíque,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Bálsamo,1,1,1,1,1,1,1,Effective reproduction no.,Unsure
Cabo de Santo Agostinho,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Cachoeira,1,0,2,0,1,0,0,New confirmed cases by infection date,Decreasing
Cachoeira Alta,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Cachoeira do Sul,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Cachoeirinha,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Cacimba de Dentro,1,0,2,0,1,0,0,New confirmed cases by infection date,Likely decreasing
Cacoal,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Caeté,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
Caetés,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Caicó,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Caieiras,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Cajazeiras,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Cajuru,1,0,3,0,2,1,1,New confirmed cases by infection date,Decreasing
Camamu,1,0,2,0,1,0,0,New confirmed cases by infection date,Decreasing
Camaquã,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Camaragibe,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Cambuí,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Cametá,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Camocim,1,0,3,0,1,0,0,New confirmed cases by infection date,Likely decreasing
Campestre do Maranhão,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Campina Grande do Sul,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Campinas,1,0.6,1.6,0.8,1.2,0.8,1,Effective reproduction no.,Unsure
Campo Grande,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Campo Largo,1,1,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Campo Magro,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Campo Mourão,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Campos Belos,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Campos do Jordão,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Campos dos Goytacazes,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Canaã dos Carajás,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Candeias,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Canela,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Canelinha,1,0,4,0,1,0,0,New confirmed cases by infection date,Decreasing
Canhotinho,1,0.8,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Canindé de São Francisco,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Canoinhas,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Cantá,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Capanema,1,0,2,0,1,0,0,New confirmed cases by infection date,Decreasing
Capim Grosso,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Capão Bonito,1,0,2,0,1,1,1,New confirmed cases by infection date,Decreasing
Capão da Canoa,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Caraguatatuba,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Carangola,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Caratinga,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Caravelas,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Careiro,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
Cariacica,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Caririaçu,1,0,3,0,1,0,0,New confirmed cases by infection date,Decreasing
Cariré,1,0.8,1.2,0.9,1,0.9,1,Effective reproduction no.,Unsure
Cariús,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Caroebe,1,0.8,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Carolina,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Carpina,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Caruaru,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Casa Branca,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Casa Nova,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Cascavel,1,1,1,1,1,1,1,Effective reproduction no.,Likely increasing
Casimiro de Abreu,1,0.8,1.2,0.9,1,1,1,Effective reproduction no.,Unsure
Castro,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Catalão,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Catanduva,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Catu,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Caxias do Sul,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
Caçapava,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Decreasing
Cedro,1,1,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Ceres,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
