region,point,lower,upper,mid_lower,mid_upper,central_lower,central_upper,metric,Expected change in daily cases
Osório,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Ouroeste,1.1,1,1.2,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Palestina do Pará,1.1,0.9,1.3,1.1,1.2,1.1,1.1,Effective reproduction no.,Likely increasing
Paracatu,1.1,0.9,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Paranaíba,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Parauapebas,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Parintins,1.1,0.9,1.3,1,1.2,1.1,1.1,Effective reproduction no.,Likely increasing
Pastos Bons,1.1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Patrocínio,1.1,0.7,1.6,1,1.3,1.1,1.2,Effective reproduction no.,Unsure
Paulo Afonso,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Pedro Leopoldo,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Pelotas,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Perdizes,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Pereiro,1.1,1.01,1.19,1.08,1.13,1.1,1.11,Effective reproduction no.,Likely increasing
Pescaria Brava,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Picuí,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Pirapozinho,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Planalto,1.1,0.8,1.3,1,1.1,1,1.1,Effective reproduction no.,Unsure
Pontalina,1.1,1,1.3,1.1,1.2,1.1,1.1,Effective reproduction no.,Likely increasing
Porteirinha,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Porteirão,1.1,1,1.2,1.1,1.2,1.1,1.1,Effective reproduction no.,Increasing
Porto Alegre,1.1,1.1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Portão,1.1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Posse,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Potim,1.1,0.8,1.3,1,1.2,1.1,1.1,Effective reproduction no.,Unsure
Poços de Caldas,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Prata,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Quebrangulo,1.1,0.8,1.3,1,1.2,1.1,1.1,Effective reproduction no.,Unsure
Ribeiro Gonçalves,1.1,1,1.3,1.1,1.2,1.1,1.2,Effective reproduction no.,Likely increasing
Sacramento,1.1,1,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Salgueiro,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Salinas,1.1,0.9,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Unsure
Santa Helena de Goiás,1.1,1,1.2,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Santa Maria,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Santa Vitória,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Santa Vitória do Palmar,1.1,1,1.3,1.1,1.2,1.1,1.1,Effective reproduction no.,Increasing
Santana do Araguaia,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Santo Antônio da Patrulha,1.1,0.9,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Santo Antônio do Monte,1.1,1,1.2,1.1,1.2,1.1,1.2,Effective reproduction no.,Likely increasing
Santo Ângelo,1.1,0.8,1.4,0.9,1.2,1,1.1,Effective reproduction no.,Unsure
Sapiranga,1.1,0.9,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Seabra,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Seara,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Sertanópolis,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Silves,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Silvânia,1.1,1,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Solonópole,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Sumé,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
São Bento do Tocantins,1.1,0.9,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Unsure
São Borja,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
São Domingos,1.1,0.9,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
São Domingos do Capim,1.1,0.9,1.3,1.1,1.2,1.1,1.1,Effective reproduction no.,Likely increasing
São Gotardo,1.1,1,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
São José,1.1,0.8,1.5,1,1.2,1.1,1.2,Effective reproduction no.,Unsure
São José do Belmonte,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
São José do Rio Pardo,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
São José dos Basílios,1.1,0.9,1.2,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
São João da Boa Vista,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
São Luís Gonzaga do Maranhão,1.1,1,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
São Miguel,1.1,0.9,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
São Miguel do Iguaçu,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
São Sebastião do Paraíso,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Sítio Novo,1.1,0.9,1.2,1.1,1.2,1.1,1.1,Effective reproduction no.,Unsure
Tabira,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Taquari,1.1,0.9,1.3,1,1.2,1.1,1.1,Effective reproduction no.,Unsure
Taquaritinga,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Tarauacá,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Teixeira de Freitas,1.1,0.9,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Tremembé,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Três Lagoas,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Três Pontas,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Três de Maio,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Uberaba,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Uruaçu,1.1,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Valente,1.1,0.9,1.3,1,1.2,1.1,1.1,Effective reproduction no.,Likely increasing
Vargem Grande Paulista,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Vargem Grande do Sul,1.1,1.1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Vazante,1.1,1,1.2,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Viamão,1.1,1,1.2,1.1,1.2,1.1,1.2,Effective reproduction no.,Increasing
Viçosa,1.1,1,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Xambioá,1.1,1,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Likely increasing
Lapão,1.09,0.98,1.18,1.05,1.11,1.08,1.1,Effective reproduction no.,Likely increasing
Mariana,1.09,0.94,1.25,1.05,1.14,1.06,1.1,Effective reproduction no.,Likely increasing
Uberlândia,1.09,1,1.19,1.06,1.11,1.09,1.1,Effective reproduction no.,Increasing
Aparecida do Taboado,1.07,0.86,1.24,1.03,1.15,1.08,1.12,Effective reproduction no.,Unsure
São Lourenço do Sul,1.07,1.01,1.14,1.06,1.09,1.07,1.08,Effective reproduction no.,Increasing
Natividade,1.06,0.89,1.2,1.02,1.12,1.05,1.08,Effective reproduction no.,Unsure
Coroatá,1.05,0.89,1.18,1.01,1.09,1.04,1.07,Effective reproduction no.,Unsure
Bom Princípio,1.04,0.96,1.12,1.01,1.06,1.03,1.05,Effective reproduction no.,Likely increasing
Laguna,1.04,0.95,1.13,1.01,1.06,1.02,1.04,Effective reproduction no.,Likely increasing
Miguelópolis,1.04,0.92,1.15,1.01,1.08,1.04,1.06,Effective reproduction no.,Unsure
São Vicente Ferrer,1.03,0.63,1.42,0.89,1.18,0.9,1.01,Effective reproduction no.,Unsure
Angra dos Reis,1.02,0.88,1.14,0.98,1.07,1,1.03,Effective reproduction no.,Unsure
Capão da Canoa,1.02,0.94,1.11,0.99,1.04,0.99,1.01,Effective reproduction no.,Unsure
Careiro,1.02,0.94,1.09,1,1.04,1.01,1.03,Effective reproduction no.,Unsure
Maringá,1.02,0.98,1.08,1.01,1.04,1.02,1.03,Effective reproduction no.,Likely increasing
Belém,1.01,0.97,1.05,1,1.02,1,1.01,Effective reproduction no.,Unsure
Brejetuba,1.01,0.91,1.09,0.99,1.04,1,1.02,Effective reproduction no.,Unsure
Esmeraldas,1.01,0.95,1.08,1,1.03,1,1.02,Effective reproduction no.,Unsure
Itapetinga,1.01,0.94,1.06,0.99,1.02,1,1.01,Effective reproduction no.,Unsure
Santa Terezinha de Itaipu,1.01,0.95,1.07,0.99,1.03,1,1.01,Effective reproduction no.,Unsure
Abadia de Goiás,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Acaraú,1,0,5,0,1,0,0,New confirmed cases by infection date,Likely decreasing
Acopiara,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Acrelândia,1,0,2,0,1,1,1,New confirmed cases by infection date,Likely decreasing
Acreúna,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
Adamantina,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Afonso Cláudio,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Agudos,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Alagoa Grande,1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Alagoinha,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Alcobaça,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Alegrete,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Alexânia,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Alfenas,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Almadina,1,0,2,0,1,0,1,New confirmed cases by infection date,Decreasing
Alta Floresta D'Oeste,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Alto Alegre,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Alto Alegre do Pindaré,1,0,4,0,1,1,1,New confirmed cases by infection date,Likely decreasing
Alto Paraíso,1,0.8,1.1,1,1,1,1,Effective reproduction no.,Unsure
Alto Santo,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Altos,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Alvorada,1,1,1,1,1,1,1,Effective reproduction no.,Likely increasing
Além Paraíba,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Amarante,1,1,1,1,1,1,1,Effective reproduction no.,Unsure
Amarante do Maranhão,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Amargosa,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Amaturá,1,0.8,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Unsure
Americana,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Amparo,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Américo de Campos,1,0,3,1,2,1,1,New confirmed cases by infection date,Likely decreasing
Ananindeua,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Anapu,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Anastácio,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Anchieta,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Andradas,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Anicuns,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Antonina,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Aparecida,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Apodi,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Aquidabã,1,0,4,0,1,1,1,New confirmed cases by infection date,Likely decreasing
Aquiraz,1,0,6,0,1,0,0,New confirmed cases by infection date,Unsure
Aracati,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Araci,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Aracruz,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Aragoiânia,1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Araguari,1,0.9,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Araguatins,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Araguaçu,1,0.8,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Araguaína,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Arapongas,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Araraquara,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Araras,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Araruama,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Araucária,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Araxá,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Araçariguama,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Arcos,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Arcoverde,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Areia,1,0,3,1,1,1,1,New confirmed cases by infection date,Likely decreasing
Areia Branca,1,0,3,1,2,1,1,New confirmed cases by infection date,Decreasing
Ariquemes,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Arroio do Meio,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Artur Nogueira,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Unsure
Assaí,1,0,3,1,1,1,1,New confirmed cases by infection date,Likely decreasing
Assis,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Assis Brasil,1,0.9,1.1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Assis Chateaubriand,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Astorga,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Atibaia,1,1,1,1,1,1,1,Effective reproduction no.,Unsure
Augustinópolis,1,0.9,1.1,0.9,1,0.9,1,Effective reproduction no.,Unsure
Augusto Corrêa,1,0.8,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Avaré,1,0.93,1.06,0.98,1.02,0.99,1,Effective reproduction no.,Unsure
Açailândia,1,1,1,1,1,1,1,Effective reproduction no.,Unsure
Bacabal,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Bagé,1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Unsure
Baixa Grande do Ribeiro,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Baixo Guandu,1,0,2,1,1,1,1,New confirmed cases by infection date,Decreasing
Balneário Piçarras,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Balneário Rincão,1,0.8,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Bananeiras,1,0,5,0,1,0,0,New confirmed cases by infection date,Decreasing
Bandeirantes,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Baraúna,1,0,4,0,1,0,0,New confirmed cases by infection date,Likely decreasing
Barbalha,1,0.8,1.1,1,1.1,1,1.1,Effective reproduction no.,Unsure
Barcelos,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Bariri,1,0.9,1.2,1,1.1,1,1,Effective reproduction no.,Unsure
Barra Bonita,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
Barra Velha,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Barra do Piraí,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Barreiras,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Barreirinha,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Barretos,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Barrinha,1,1,1,1,1,1,1,Effective reproduction no.,Unsure
Barro Alto,1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Barão de Cocais,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
Bataguassu,1,0,3,0,1,1,1,New confirmed cases by infection date,Decreasing
Batalha,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Batatais,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Bauru,1,0.9,1.2,1,1.1,1,1.1,Effective reproduction no.,Unsure
Baía da Traição,1,0,3,0,2,0,1,New confirmed cases by infection date,Decreasing
Beberibe,1,0,3,1,1,1,1,New confirmed cases by infection date,Decreasing
Bela Vista de Goiás,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Belmonte,1,0,3,1,2,1,2,New confirmed cases by infection date,Likely decreasing
Belo Horizonte,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Belo Jardim,1,0.9,1.1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Bento Gonçalves,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Betim,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Bezerros,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Birigui,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Blumenau,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Boa Vista,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Bom Conselho,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Decreasing
Bom Despacho,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Bom Jardim,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Decreasing
Bom Jesus,1,1,1,1,1,1,1,Effective reproduction no.,Unsure
Bom Jesus do Tocantins,1,1,2,1,2,1,1,New confirmed cases by infection date,Decreasing
Bom Jesus dos Perdões,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Bonfim,1,0,4,0,1,0,0,New confirmed cases by infection date,Decreasing
Borda da Mata,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
Botucatu,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Brasil Novo,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Brasilândia de Minas,1,0.9,1.1,1,1.1,1,1.1,Effective reproduction no.,Unsure
Brasiléia,1,0,2,0,1,0,0,New confirmed cases by infection date,Decreasing
Brasília,1,0.9,1,1,1,1,1,Effective reproduction no.,Decreasing
Brejo Santo,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Brejo da Madre de Deus,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Brejo do Cruz,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Breves,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Brodowski,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Brumadinho,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Brumado,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Buerarema,1,0,3,1,2,1,1,New confirmed cases by infection date,Likely decreasing
Buriti dos Lopes,1,0,2,0,1,0,1,New confirmed cases by infection date,Decreasing
Buritis,1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Buíque,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Bálsamo,1,1,1,1,1,1,1,Effective reproduction no.,Unsure
Cabo Frio,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Cabo de Santo Agostinho,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Cachoeira,1,0,2,0,1,0,0,New confirmed cases by infection date,Decreasing
Cachoeira Alta,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Cachoeira do Sul,1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Cachoeirinha,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Cachoeiro de Itapemirim,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Cacimba de Dentro,1,0,2,0,1,0,1,New confirmed cases by infection date,Decreasing
Cacoal,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Caeté,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
Caetés,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Caicó,1,0.8,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Caieiras,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Cajati,1,0,1,0,1,0,1,New confirmed cases by infection date,Decreasing
Cajuru,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Camamu,1,0,2,0,1,0,0,New confirmed cases by infection date,Decreasing
Camaquã,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Camaragibe,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Cambuí,1,0.8,1.1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Cametá,1,0.8,1.1,0.9,1,0.9,1,Effective reproduction no.,Unsure
Camocim,1,0,4,0,1,0,0,New confirmed cases by infection date,Likely decreasing
Campestre do Maranhão,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Campo Grande,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Campo Largo,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Campo Magro,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Campo Mourão,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Campo do Brito,1,0,3,1,2,1,1,New confirmed cases by infection date,Decreasing
Campos Belos,1,0.9,1.2,1,1.1,1,1,Effective reproduction no.,Unsure
Campos do Jordão,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Campos dos Goytacazes,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Canaã dos Carajás,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Candeias do Jamari,1,0.8,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Canela,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Canelinha,1,0,3,1,2,1,1,New confirmed cases by infection date,Decreasing
Canhotinho,1,0,9,0,1,0,0,New confirmed cases by infection date,Likely decreasing
Canindé,1,0,4,0,1,0,0,New confirmed cases by infection date,Decreasing
Canindé de São Francisco,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Canoinhas,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Cantá,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Canápolis,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Capanema,1,0,3,0,1,1,1,New confirmed cases by infection date,Decreasing
Capim Grosso,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Capão Bonito,1,0,2,1,1,1,1,New confirmed cases by infection date,Decreasing
Caracaraí,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Caraguatatuba,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Carangola,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Carapicuíba,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Caratinga,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Caravelas,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Cariacica,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Caririaçu,1,0,3,0,1,1,1,New confirmed cases by infection date,Decreasing
Cariré,1,0.8,1.2,0.9,1,0.9,1,Effective reproduction no.,Unsure
Cariús,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Carlos Barbosa,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Caroebe,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Carolina,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Carpina,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Caruaru,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Casa Branca,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Casa Nova,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Cascavel,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Casimiro de Abreu,1,0.8,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Casserengue,1,0,3,1,2,1,2,New confirmed cases by infection date,Likely decreasing
Cassilândia,1,0.7,1.4,0.8,1.1,0.9,1,Effective reproduction no.,Unsure
Castro,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Castro Alves,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Catalão,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Catanduva,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Catolé do Rocha,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Catu,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Caxias do Sul,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
Caçador,1,0.9,1.2,1,1.1,1,1,Effective reproduction no.,Unsure
Caçapava,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Cedro,1,1,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Ceres,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Cerquilho,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
Chapadinha,1,0.8,1.2,0.9,1,0.9,1,Effective reproduction no.,Unsure
Chapecó,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Charqueadas,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Chupinguaia,1,0.8,1.1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Cianorte,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Cláudio,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Coaraci,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
